incident_id,subject_id,agency_id,agency_name,agency_type,incident_date,year_month,incident_type,contact_reason,incident_location,subject_race,subject_sex,subject_age_group,subject_perceived_armed,subject_weapon,subject_perceived_impaired,subject_resistance,type_of_force,subject_injury,officer_injury,officer_race,officer_sex
UOF000120,S74829,A001,Riverbend Police Department,Municipal Police,2019-03-10,2019-03,Offense Against Person,Public Request for Service,City,White,Male,18 to 24,No,Not Applicable,No,Active Resistance,Physical Control,No,No,White,Male
UOF000121,S08373,A001,Riverbend Police Department,Municipal Police,2019-03-17,2019-03,Property Offense,Individual Officer/Unit Initiated,Unincorporated Area,Black or African American,Male,35 to 44,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF000122,S48662,A001,Riverbend Police Department,Municipal Police,2019-03-15,2019-03,Property Offense,Planned Activities,City,Hawaiian or Pacific Islander,Male,35 to 44,No,Not Applicable,No,Active Resistance,Physical Control,Yes,Yes,American Indian or Alaska Native,Female
UOF000123,S29489,A001,Riverbend Police Department,Municipal Police,2019-03-02,2019-03,Offense Against Person,Individual Officer/Unit Initiated,City,Black or African American,Male,35 to 44,No,Not Applicable,No,Assaultive,ECW,No,No,White,Male
UOF000124,S50070,A001,Riverbend Police Department,Municipal Police,2019-03-07,2019-03,Offense Against Person,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Chemical Agent,No,No,White,Male
UOF000125,S03623,A001,Riverbend Police Department,Municipal Police,2019-03-08,2019-03,Civil Caretaking,Individual Officer/Unit Initiated,City,White,Male,Under 18,Yes,Edged Object,No,Active Resistance,Physical Control,No,No,White,Male
UOF000126,S16460,A001,Riverbend Police Department,Municipal Police,2019-03-08,2019-03,Public Order Offense,Public Request for Service,City,Hispanic or Latino,Male,45 to 54,No,Not Applicable,No,Assaultive,Less Lethal Projectile,No,No,White,Male
UOF000127,S89001,A001,Riverbend Police Department,Municipal Police,2019-03-26,2019-03,Property Offense,Agency Request for Service,City,Hawaiian or Pacific Islander,Female,25 to 34,Yes,None Found,No,Assaultive,Impact Weapon,No,Yes,Hispanic or Latino,Male
UOF000128,S08865,A001,Riverbend Police Department,Municipal Police,2019-03-16,2019-03,Other,Agency Request for Service,City,Multiple Races/Ethnicities,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,Yes,No,White,Male
UOF000129,S33648,A001,Riverbend Police Department,Municipal Police,2019-03-05,2019-03,Offense Against Person,Public Request for Service,City,White,Male,35 to 44,No,Not Applicable,No,Passive Resistance,Physical Control,No,No,Unknown,Female
UOF000130,S34420,A001,Riverbend Police Department,Municipal Police,2019-03-09,2019-03,Offense Against Person,Public Request for Service,City,Unknown,Male,25 to 34,Yes,Edged Object,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF000131,S54705,A001,Riverbend Police Department,Municipal Police,2019-03-05,2019-03,Property Offense,Agency Request for Service,City,Black or African American,Male,25 to 34,No,Not Applicable,Yes,None,Physical Control,No,No,White,Male
UOF000132,S42736,A001,Riverbend Police Department,Municipal Police,2019-03-28,2019-03,Vehicle Stop,Agency Request for Service,City,Multiple Races/Ethnicities,Male,35 to 44,Yes,Edged Object,Yes,Active Resistance,Physical Control,Yes,No,Unknown,Male
UOF000133,S60174,A001,Riverbend Police Department,Municipal Police,2019-03-24,2019-03,Property Offense,Public Request for Service,City,White,Male,18 to 24,Yes,Firearm,No,Active Resistance,ECW,No,No,Unknown,Male
UOF000134,S34679,A001,Riverbend Police Department,Municipal Police,2019-03-03,2019-03,Property Offense,Public Request for Service,City,White,Female,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,Yes,White,Male
UOF000135,S23852,A001,Riverbend Police Department,Municipal Police,2019-03-19,2019-03,Warrant,Public Request for Service,City,White,Female,25 to 34,No,Not Applicable,No,Active Resistance,Impact Weapon,Yes,No,Hispanic or Latino,Male
UOF000136,S69934,A001,Riverbend Police Department,Municipal Police,2019-03-15,2019-03,Property Offense,Public Request for Service,State Highway,Black or African American,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,ECW,Yes,No,White,Male
UOF000137,S83628,A001,Riverbend Police Department,Municipal Police,2019-03-06,2019-03,Offense Against Person,Agency Request for Service,City,Unknown,Male,45 to 54,No,Not Applicable,Yes,Active Resistance,Chemical Agent,No,No,White,Male
UOF000138,S57633,A001,Riverbend Police Department,Municipal Police,2019-03-04,2019-03,Civil Caretaking,Public Request for Service,Unincorporated Area,Hispanic or Latino,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Asian,Male
UOF000139,S11114,A001,Riverbend Police Department,Municipal Police,2019-03-25,2019-03,Offense Against Person,Public Request for Service,City,White,Female,25 to 34,No,Not Applicable,No,Active Resistance,Physical Control,No,No,Unknown,Male
UOF000140,S07976,A001,Riverbend Police Department,Municipal Police,2019-03-09,2019-03,Public Order Offense,Public Request for Service,City,White,Male,25 to 34,Yes,Edged Object,Yes,Assaultive,Chemical Agent,Yes,No,Black or African American,Male
UOF000141,S75376,A001,Riverbend Police Department,Municipal Police,2019-03-17,2019-03,Offense Against Person,Public Request for Service,City,Black or African American,Male,25 to 34,Yes,Firearm,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF000142,S71021,A001,Riverbend Police Department,Municipal Police,2019-03-16,2019-03,Offense Against Person,Agency Request for Service,City,White,Male,35 to 44,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,Asian,Male
UOF000143,S66203,A001,Riverbend Police Department,Municipal Police,2019-03-31,2019-03,Offense Against Person,Public Request for Service,City,Multiple Races/Ethnicities,Male,25 to 34,Yes,Edged Object,No,None,Physical Control,No,No,White,Male
UOF000144,S67302,A001,Riverbend Police Department,Municipal Police,2019-03-17,2019-03,Property Offense,Unknown,Unincorporated Area,White,Male,18 to 24,No,Not Applicable,No,Passive Resistance,Physical Control,No,Yes,White,Male
UOF000145,S66852,A001,Riverbend Police Department,Municipal Police,2019-03-14,2019-03,Offense Against Person,Public Request for Service,Unincorporated Area,Unknown,Male,18 to 24,No,Not Applicable,No,Active Resistance,Physical Control,No,No,White,Male
UOF000146,S19490,A001,Riverbend Police Department,Municipal Police,2019-03-24,2019-03,Warrant,Public Request for Service,City,White,Male,25 to 34,Yes,None Found,No,Passive Resistance,Physical Control,No,No,White,Male
UOF000147,S72696,A001,Riverbend Police Department,Municipal Police,2019-03-26,2019-03,Warrant,Individual Officer/Unit Initiated,Unincorporated Area,Unknown,Male,25 to 34,Yes,ECW,No,None,Physical Control,Yes,No,Hispanic or Latino,Female
UOF000148,S68900,A001,Riverbend Police Department,Municipal Police,2019-03-22,2019-03,Warrant,Public Request for Service,Unincorporated Area,Hispanic or Latino,Male,35 to 44,No,Not Applicable,Yes,Assaultive,Physical Control,Yes,No,White,Male
UOF000149,S19615,A001,Riverbend Police Department,Municipal Police,2019-03-10,2019-03,Warrant,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,No,Active Resistance,Physical Control,No,No,Unknown,Male
UOF000150,S66772,A001,Riverbend Police Department,Municipal Police,2019-03-19,2019-03,Offense Against Person,Agency Request for Service,Unincorporated Area,White,Male,Under 18,Yes,Edged Object,Yes,Passive Resistance,Physical Control,No,No,White,Male
UOF000151,S54113,A001,Riverbend Police Department,Municipal Police,2019-04-29,2019-04,Offense Against Person,Public Request for Service,City,Unknown,Male,25 to 34,No,Not Applicable,Yes,Assaultive,ECW,Yes,Yes,White,Male
UOF000152,S45479,A001,Riverbend Police Department,Municipal Police,2019-04-28,2019-04,Vehicle Stop,Public Request for Service,City,Unknown,Male,35 to 44,No,Not Applicable,No,Passive Resistance,Impact Weapon,No,Yes,White,Male
UOF000153,S83275,A001,Riverbend Police Department,Municipal Police,2019-04-04,2019-04,Civil Caretaking,Public Request for Service,Unincorporated Area,Unknown,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,ECW,No,Yes,White,Male
UOF000154,S00600,A001,Riverbend Police Department,Municipal Police,2019-04-28,2019-04,Offense Against Person,Public Request for Service,City,White,Male,35 to 44,No,Not Applicable,Yes,Passive Resistance,Less Lethal Projectile,No,No,American Indian or Alaska Native,Male
UOF000155,S04472,A001,Riverbend Police Department,Municipal Police,2019-04-02,2019-04,Offense Against Person,Public Request for Service,City,White,Male,55 and over,No,Not Applicable,Yes,Assaultive,Physical Control,Yes,Yes,Unknown,Male
UOF000156,S73067,A001,Riverbend Police Department,Municipal Police,2019-04-27,2019-04,Property Offense,Individual Officer/Unit Initiated,City,Unknown,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF000157,S42942,A001,Riverbend Police Department,Municipal Police,2019-04-26,2019-04,Property Offense,Individual Officer/Unit Initiated,City,White,Male,Under 18,No,Not Applicable,Yes,Active Resistance,Physical Control,No,Yes,Unknown,Male
UOF000158,S38518,A001,Riverbend Police Department,Municipal Police,2019-04-20,2019-04,Property Offense,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,No,Threat of Deadly Force,Firearm Discharge,No,No,Black or African American,Male
UOF000159,S33728,A001,Riverbend Police Department,Municipal Police,2019-04-13,2019-04,Public Order Offense,Public Request for Service,Unincorporated Area,White,Female,18 to 24,Yes,Edged Object,Yes,Passive Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF000160,S10546,A001,Riverbend Police Department,Municipal Police,2019-04-26,2019-04,Warrant,Public Request for Service,City,Hispanic or Latino,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Male
UOF000161,S71335,A001,Riverbend Police Department,Municipal Police,2019-04-18,2019-04,Property Offense,Agency Request for Service,City,White,Male,25 to 34,Yes,None Found,Yes,Active Resistance,Vehicle Intervention,Yes,No,Black or African American,Male
UOF000162,S47704,A001,Riverbend Police Department,Municipal Police,2019-04-29,2019-04,Property Offense,Individual Officer/Unit Initiated,City,Hispanic or Latino,Male,18 to 24,No,Not Applicable,Yes,Assaultive,K9,Yes,Yes,White,Male
UOF000163,S53077,A001,Riverbend Police Department,Municipal Police,2019-04-16,2019-04,Property Offense,Individual Officer/Unit Initiated,Unincorporated Area,Unknown,Male,18 to 24,Yes,Edged Object,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF000164,S63702,A001,Riverbend Police Department,Municipal Police,2019-04-19,2019-04,Property Offense,Public Request for Service,City,White,Male,35 to 44,No,Not Applicable,No,Assaultive,Physical Control,Yes,No,White,Male
UOF000165,S85853,A001,Riverbend Police Department,Municipal Police,2019-04-29,2019-04,Vehicle Stop,Agency Request for Service,City,White,Male,18 to 24,No,Not Applicable,Yes,Assaultive,Physical Control,No,Yes,White,Male
UOF000166,S69351,A001,Riverbend Police Department,Municipal Police,2019-04-17,2019-04,Property Offense,Individual Officer/Unit Initiated,City,White,Male,45 to 54,Yes,Firearm,Yes,Threat of Deadly Force,Physical Control,No,No,Hawaiian or Pacific Islander,Male
UOF000167,S23180,A001,Riverbend Police Department,Municipal Police,2019-04-15,2019-04,Offense Against Person,Agency Request for Service,Unincorporated Area,Black or African American,Male,18 to 24,No,Not Applicable,Yes,Active Resistance,Less Lethal Projectile,No,No,White,Male
UOF000168,S87998,A001,Riverbend Police Department,Municipal Police,2019-04-02,2019-04,Offense Against Person,Public Request for Service,City,Hispanic or Latino,Male,35 to 44,Yes,Firearm,No,None,Chemical Agent,No,No,White,Female
UOF000169,S79400,A001,Riverbend Police Department,Municipal Police,2019-04-29,2019-04,Vehicle Stop,Planned Activities,City,Hispanic or Latino,Male,25 to 34,No,Not Applicable,Yes,Active Resistance,Physical Control,No,No,White,Female
UOF000170,S73726,A001,Riverbend Police Department,Municipal Police,2019-04-23,2019-04,Offense Against Person,Public Request for Service,City,Black or African American,Female,55 and over,No,Not Applicable,No,Assaultive,Physical Control,Yes,No,White,Male
UOF000171,S65372,A001,Riverbend Police Department,Municipal Police,2019-04-30,2019-04,Offense Against Person,Public Request for Service,Unincorporated Area,Multiple Races/Ethnicities,Female,35 to 44,Yes,None Found,Yes,Assaultive,Physical Control,No,No,White,Male
UOF000172,S23687,A001,Riverbend Police Department,Municipal Police,2019-04-27,2019-04,Civil Caretaking,Public Request for Service,City,White,Female,55 and over,Yes,Firearm,Yes,Assaultive,ECW,Yes,Yes,American Indian or Alaska Native,Female
UOF000173,S60809,A001,Riverbend Police Department,Municipal Police,2019-04-01,2019-04,Offense Against Person,Individual Officer/Unit Initiated,City,Hispanic or Latino,Male,35 to 44,Yes,None Found,Yes,Active Resistance,Physical Control,No,No,Hispanic or Latino,Male
UOF000174,S72381,A001,Riverbend Police Department,Municipal Police,2019-04-17,2019-04,Offense Against Person,Individual Officer/Unit Initiated,Unincorporated Area,Unknown,Male,25 to 34,Yes,None Found,Yes,Active Resistance,Physical Control,Yes,No,White,Male
UOF000175,S30389,A001,Riverbend Police Department,Municipal Police,2019-04-14,2019-04,Offense Against Person,Public Request for Service,Interstate Highway,Unknown,Male,35 to 44,Yes,Firearm,Yes,Active Resistance,ECW,No,No,Hispanic or Latino,Male
UOF000176,S27191,A001,Riverbend Police Department,Municipal Police,2019-04-08,2019-04,Offense Against Person,Individual Officer/Unit Initiated,Unincorporated Area,White,Male,25 to 34,No,Not Applicable,Yes,None,Physical Control,No,No,Hawaiian or Pacific Islander,Male
UOF000177,S15930,A001,Riverbend Police Department,Municipal Police,2019-04-21,2019-04,Property Offense,Public Request for Service,City,White,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF000178,S49053,A001,Riverbend Police Department,Municipal Police,2019-04-29,2019-04,Property Offense,Public Request for Service,City,Unknown,Male,25 to 34,No,Not Applicable,Yes,Passive Resistance,Physical Control,Yes,No,White,Male
UOF000179,S09157,A001,Riverbend Police Department,Municipal Police,2019-04-07,2019-04,Vehicle Stop,Public Request for Service,City,Black or African American,Male,35 to 44,Yes,Firearm,Yes,Active Resistance,Physical Control,Yes,No,Asian,Male
UOF000180,S04014,A001,Riverbend Police Department,Municipal Police,2019-04-14,2019-04,Vehicle Stop,Public Request for Service,Unincorporated Area,White,Male,45 to 54,No,Not Applicable,Yes,Active Resistance,Chemical Agent,No,No,Black or African American,Male
UOF000181,S45928,A001,Riverbend Police Department,Municipal Police,2019-04-04,2019-04,Warrant,Public Request for Service,Unincorporated Area,White,Male,18 to 24,No,Not Applicable,Yes,Passive Resistance,Physical Control,No,No,Unknown,Male
UOF000182,S66957,A001,Riverbend Police Department,Municipal Police,2019-04-17,2019-04,Warrant,Individual Officer/Unit Initiated,City,Black or African American,Male,25 to 34,No,Not Applicable,Yes,Assaultive,Chemical Agent,No,No,White,Male
UOF000183,S21276,A001,Riverbend Police Department,Municipal Police,2019-04-24,2019-04,Offense Against Person,Public Request for Service,State Highway,Black or African American,Male,25 to 34,Yes,Firearm,Yes,Assaultive,Physical Control,No,No,White,Male
UOF000184,S10414,A001,Riverbend Police Department,Municipal Police,2019-04-16,2019-04,Offense Against Person,Agency Request for Service,Unincorporated Area,White,Male,25 to 34,No,Not Applicable,No,Assaultive,Physical Control,No,Yes,White,Male
UOF000185,S00730,A001,Riverbend Police Department,Municipal Police,2019-04-19,2019-04,Offense Against Person,Agency Request for Service,Interstate Highway,Multiple Races/Ethnicities,Male,35 to 44,No,Not Applicable,No,Active Resistance,Chemical Agent,Yes,No,Unknown,Male
