agency_id,year_month,incident_type,n_calls
A002,2019-08,Offense Against Person,684
A002,2019-08,Other,2330
A002,2019-08,Pedestrian Stop,250
A002,2019-08,Property Offense,872
A002,2019-08,Public Order Offense,1441
A002,2019-08,Vehicle Stop,1964
A002,2019-08,Warrant,159
A002,2019-09,Civil Caretaking,1752
A002,2019-09,Offense Against Person,610
A002,2019-09,Other,2242
A002,2019-09,Pedestrian Stop,295
A002,2019-09,Property Offense,1005
A002,2019-09,Public Order Offense,1494
A002,2019-09,Vehicle Stop,1861
A002,2019-09,Warrant,172
A002,2019-10,Civil Caretaking,1980
A002,2019-10,Offense Against Person,525
A002,2019-10,Other,2189
A002,2019-10,Pedestrian Stop,245
A002,2019-10,Property Offense,832
A002,2019-10,Public Order Offense,1192
A002,2019-10,Vehicle Stop,1712
A002,2019-10,Warrant,155
A002,2019-11,Civil Caretaking,1805
A002,2019-11,Offense Against Person,437
A002,2019-11,Other,2077
A002,2019-11,Pedestrian Stop,224
A002,2019-11,Property Offense,772
A002,2019-11,Public Order Offense,1075
A002,2019-11,Vehicle Stop,1766
A002,2019-11,Warrant,153
A002,2019-12,Civil Caretaking,2063
A002,2019-12,Offense Against Person,460
A002,2019-12,Other,2059
A002,2019-12,Pedestrian Stop,193
A002,2019-12,Property Offense,821
A002,2019-12,Public Order Offense,1151
A002,2019-12,Vehicle Stop,1678
A002,2019-12,Warrant,139
A002,2020-01,Civil Caretaking,1915
A002,2020-01,Offense Against Person,428
A002,2020-01,Other,2063
A002,2020-01,Pedestrian Stop,223
A002,2020-01,Property Offense,867
A002,2020-01,Public Order Offense,1034
A002,2020-01,Vehicle Stop,1444
A002,2020-01,Warrant,171
A002,2020-02,Civil Caretaking,1878
A002,2020-02,Offense Against Person,432
A002,2020-02,Other,1892
A002,2020-02,Pedestrian Stop,213
A002,2020-02,Property Offense,680
A002,2020-02,Public Order Offense,813
A002,2020-02,Vehicle Stop,1422
A002,2020-02,Warrant,141
A002,2020-03,Civil Caretaking,1771
A002,2020-03,Offense Against Person,478
A002,2020-03,Other,2119
A002,2020-03,Pedestrian Stop,197
A002,2020-03,Property Offense,869
A002,2020-03,Public Order Offense,1184
A002,2020-03,Vehicle Stop,1642
A002,2020-03,Warrant,155
A002,2020-04,Civil Caretaking,1680
A002,2020-04,Offense Against Person,558
A002,2020-04,Other,2101
A002,2020-04,Pedestrian Stop,229
A002,2020-04,Property Offense,803
A002,2020-04,Public Order Offense,1236
A002,2020-04,Vehicle Stop,1596
A002,2020-04,Warrant,157
A002,2020-05,Civil Caretaking,1700
A002,2020-05,Offense Against Person,627
A002,2020-05,Other,2011
A002,2020-05,Pedestrian Stop,254
A002,2020-05,Property Offense,1039
A002,2020-05,Public Order Offense,1329
A002,2020-05,Vehicle Stop,1603
A002,2020-05,Warrant,185
A002,2020-06,Civil Caretaking,1684
A002,2020-06,Offense Against Person,641
A002,2020-06,Other,2256
A002,2020-06,Pedestrian Stop,267
A002,2020-06,Property Offense,1055
A002,2020-06,Public Order Offense,1765
A002,2020-06,Vehicle Stop,1871
A002,2020-06,Warrant,159
A002,2020-07,Civil Caretaking,1626
A002,2020-07,Offense Against Person,706
A002,2020-07,Other,2204
A002,2020-07,Pedestrian Stop,246
A002,2020-07,Property Offense,914
A002,2020-07,Public Order Offense,1591
A002,2020-07,Vehicle Stop,1834
A002,2020-07,Warrant,170
A002,2020-08,Civil Caretaking,1599
A002,2020-08,Offense Against Person,587
A002,2020-08,Other,2311
A002,2020-08,Pedestrian Stop,270
A002,2020-08,Property Offense,1042
A002,2020-08,Public Order Offense,1351
A002,2020-08,Vehicle Stop,1856
A002,2020-08,Warrant,130
A002,2020-09,Civil Caretaking,1772
A002,2020-09,Offense Against Person,569
A002,2020-09,Other,2388
A002,2020-09,Pedestrian Stop,259
A002,2020-09,Property Offense,941
A002,2020-09,Public Order Offense,1213
A002,2020-09,Vehicle Stop,1913
A002,2020-09,Warrant,143
A002,2020-10,Civil Caretaking,2005
A002,2020-10,Offense Against Person,523
A002,2020-10,Other,2287
A002,2020-10,Pedestrian Stop,236
A002,2020-10,Property Offense,891
A002,2020-10,Public Order Offense,1241
A002,2020-10,Vehicle Stop,1846
A002,2020-10,Warrant,162
A002,2020-11,Civil Caretaking,1829
A002,2020-11,Offense Against Person,516
A002,2020-11,Other,2140
A002,2020-11,Pedestrian Stop,215
A002,2020-11,Property Offense,931
A002,2020-11,Public Order Offense,1092
A002,2020-11,Vehicle Stop,1815
A002,2020-11,Warrant,174
A002,2020-12,Civil Caretaking,1907
A002,2020-12,Offense Against Person,410
A002,2020-12,Other,2035
A002,2020-12,Pedestrian Stop,192
A002,2020-12,Property Offense,836
A002,2020-12,Public Order Offense,1104
A002,2020-12,Vehicle Stop,1536
A002,2020-12,Warrant,169
A002,2021-01,Civil Caretaking,2037
A002,2021-01,Offense Against Person,407
A002,2021-01,Other,1990
A002,2021-01,Pedestrian Stop,204
A002,2021-01,Property Offense,754
A002,2021-01,Public Order Offense,1010
A002,2021-01,Vehicle Stop,1505
A002,2021-01,Warrant,178
A002,2021-02,Civil Caretaking,1819
A002,2021-02,Offense Against Person,434
A002,2021-02,Other,2296
A002,2021-02,Pedestrian Stop,188
A002,2021-02,Property Offense,750
A002,2021-02,Public Order Offense,1110
A002,2021-02,Vehicle Stop,1593
A002,2021-02,Warrant,186
A002,2021-03,Civil Caretaking,1870
A002,2021-03,Offense Against Person,426
A002,2021-03,Other,2242
A002,2021-03,Pedestrian Stop,250
A002,2021-03,Property Offense,730
A002,2021-03,Public Order Offense,1178
A002,2021-03,Vehicle Stop,1613
A002,2021-03,Warrant,161
A002,2021-04,Civil Caretaking,1928
A002,2021-04,Offense Against Person,642
A002,2021-04,Other,2371
A002,2021-04,Pedestrian Stop,256
A002,2021-04,Property Offense,886
A002,2021-04,Public Order Offense,1348
A002,2021-04,Vehicle Stop,1715
A002,2021-04,Warrant,176
A002,2021-05,Civil Caretaking,1662
A002,2021-05,Offense Against Person,618
A002,2021-05,Other,2395
A002,2021-05,Pedestrian Stop,255
A002,2021-05,Property Offense,941
A002,2021-05,Public Order Offense,1478
A002,2021-05,Vehicle Stop,1700
A002,2021-05,Warrant,200
A002,2021-06,Civil Caretaking,1741
A002,2021-06,Offense Against Person,639
A002,2021-06,Other,2379
A002,2021-06,Pedestrian Stop,266
A002,2021-06,Property Offense,1005
A002,2021-06,Public Order Offense,3236
A002,2021-06,Vehicle Stop,1878
A002,2021-06,Warrant,159
A002,2021-07,Civil Caretaking,1669
A002,2021-07,Offense Against Person,710
A002,2021-07,Other,2496
A002,2021-07,Pedestrian Stop,302
A002,2021-07,Property Offense,1063
A002,2021-07,Public Order Offense,1459
A002,2021-07,Vehicle Stop,1773
A002,2021-07,Warrant,187
A002,2021-08,Civil Caretaking,1838
A002,2021-08,Offense Against Person,650
A002,2021-08,Other,2544
A002,2021-08,Pedestrian Stop,290
A002,2021-08,Property Offense,1143
A002,2021-08,Public Order Offense,1493
A002,2021-08,Vehicle Stop,2369
A002,2021-08,Warrant,158
A002,2021-09,Civil Caretaking,1496
A002,2021-09,Offense Against Person,590
A002,2021-09,Other,2332
A002,2021-09,Pedestrian Stop,263
A002,2021-09,Property Offense,1027
A002,2021-09,Public Order Offense,1386
A002,2021-09,Vehicle Stop,1939
A002,2021-09,Warrant,147
A002,2021-10,Civil Caretaking,1801
A002,2021-10,Offense Against Person,504
A002,2021-10,Other,2227
A002,2021-10,Pedestrian Stop,286
A002,2021-10,Property Offense,1108
A002,2021-10,Public Order Offense,1227
A002,2021-10,Vehicle Stop,2066
A002,2021-10,Warrant,135
A002,2021-11,Civil Caretaking,1982
A002,2021-11,Offense Against Person,519
A002,2021-11,Other,2101
A002,2021-11,Pedestrian Stop,209
A002,2021-11,Property Offense,859
A002,2021-11,Public Order Offense,1207
A002,2021-11,Vehicle Stop,1773
A002,2021-11,Warrant,123
A002,2021-12,Civil Caretaking,2063
A002,2021-12,Offense Against Person,415
A002,2021-12,Other,2028
A002,2021-12,Pedestrian Stop,199
A002,2021-12,Property Offense,876
A002,2021-12,Public Order Offense,1115
A002,2021-12,Vehicle Stop,1711
A002,2021-12,Warrant,157
A002,2022-01,Civil Caretaking,1894
A002,2022-01,Offense Against Person,448
A002,2022-01,Other,2045
A002,2022-01,Pedestrian Stop,185
A002,2022-01,Property Offense,827
A002,2022-01,Public Order Offense,1128
A002,2022-01,Vehicle Stop,1548
A002,2022-01,Warrant,215
A002,2022-02,Civil Caretaking,2008
A002,2022-02,Offense Against Person,441
A002,2022-02,Other,2297
A002,2022-02,Pedestrian Stop,210
A002,2022-02,Property Offense,792
A002,2022-02,Public Order Offense,919
A002,2022-02,Vehicle Stop,1561
A002,2022-02,Warrant,201
A002,2022-03,Civil Caretaking,1888
A002,2022-03,Offense Against Person,504
A002,2022-03,Other,2289
A002,2022-03,Pedestrian Stop,240
A002,2022-03,Property Offense,743
A002,2022-03,Public Order Offense,1085
A002,2022-03,Vehicle Stop,1486
A002,2022-03,Warrant,191
A002,2022-04,Civil Caretaking,1907
A002,2022-04,Offense Against Person,495
A002,2022-04,Other,2489
A002,2022-04,Pedestrian Stop,219
A002,2022-04,Property Offense,806
A002,2022-04,Public Order Offense,1207
A002,2022-04,Vehicle Stop,1676
A002,2022-04,Warrant,177
A002,2022-05,Civil Caretaking,1724
A002,2022-05,Offense Against Person,572
A002,2022-05,Other,2192
A002,2022-05,Pedestrian Stop,255
A002,2022-05,Property Offense,912
A002,2022-05,Public Order Offense,1413
A002,2022-05,Vehicle Stop,1731
A002,2022-05,Warrant,211
A002,2022-06,Civil Caretaking,1684
A002,2022-06,Offense Against Person,743
A002,2022-06,Other,2248
A002,2022-06,Pedestrian Stop,290
A002,2022-06,Property Offense,1047
A002,2022-06,Public Order Offense,1516
A002,2022-06,Vehicle Stop,1967
A002,2022-06,Warrant,181
A002,2022-07,Civil Caretaking,1620
A002,2022-07,Offense Against Person,707
A002,2022-07,Other,2393
A002,2022-07,Pedestrian Stop,326
A002,2022-07,Property Offense,1036
A002,2022-07,Public Order Offense,1547
A002,2022-07,Vehicle Stop,1850
A002,2022-07,Warrant,185
A002,2022-08,Civil Caretaking,1825
A002,2022-08,Offense Against Person,668
A002,2022-08,Other,2248
A002,2022-08,Pedestrian Stop,313
A002,2022-08,Property Offense,1045
A002,2022-08,Public Order Offense,1591
A002,2022-08,Vehicle Stop,1979
A002,2022-08,Warrant,187
A002,2022-09,Civil Caretaking,2006
A002,2022-09,Offense Against Person,586
A002,2022-09,Other,2109
A002,2022-09,Pedestrian Stop,257
A002,2022-09,Property Offense,1081
A002,2022-09,Public Order Offense,1428
A002,2022-09,Vehicle Stop,1952
A002,2022-09,Warrant,142
A002,2022-10,Civil Caretaking,1912
A002,2022-10,Offense Against Person,599
A002,2022-10,Other,2139
A002,2022-10,Pedestrian Stop,230
A002,2022-10,Property Offense,916
A002,2022-10,Public Order Offense,1393
A002,2022-10,Vehicle Stop,1732
A002,2022-10,Warrant,180
A002,2022-11,Civil Caretaking,1722
A002,2022-11,Offense Against Person,491
A002,2022-11,Other,2226
A002,2022-11,Pedestrian Stop,211
A002,2022-11,Property Offense,892
A002,2022-11,Public Order Offense,1155
A002,2022-11,Vehicle Stop,1743
A002,2022-11,Warrant,178
A002,2022-12,Civil Caretaking,2206
A002,2022-12,Offense Against Person,431
A002,2022-12,Other,2002
A002,2022-12,Pedestrian Stop,207
A002,2022-12,Property Offense,855
A002,2022-12,Public Order Offense,1025
A002,2022-12,Vehicle Stop,1667
A002,2022-12,Warrant,168
A002,2023-01,Civil Caretaking,1912
A002,2023-01,Offense Against Person,455
A002,2023-01,Other,2000
A002,2023-01,Pedestrian Stop,210
A002,2023-01,Property Offense,817
A002,2023-01,Public Order Offense,1091
A002,2023-01,Vehicle Stop,1673
A002,2023-01,Warrant,155
A002,2023-02,Civil Caretaking,1881
A002,2023-02,Offense Against Person,408
A002,2023-02,Other,2169
A002,2023-02,Pedestrian Stop,213
A002,2023-02,Property Offense,868
A002,2023-02,Public Order Offense,1048
A002,2023-02,Vehicle Stop,1578
A002,2023-02,Warrant,191
A002,2023-03,Civil Caretaking,1939
A002,2023-03,Offense Against Person,526
A002,2023-03,Other,2193
A002,2023-03,Pedestrian Stop,233
A002,2023-03,Property Offense,779
A002,2023-03,Public Order Offense,1124
A002,2023-03,Vehicle Stop,1431
A002,2023-03,Warrant,166
A002,2023-04,Civil Caretaking,1818
A002,2023-04,Offense Against Person,633
A002,2023-04,Other,2344
A002,2023-04,Pedestrian Stop,253
A002,2023-04,Property Offense,894
A002,2023-04,Public Order Offense,1064
A002,2023-04,Vehicle Stop,1780
A002,2023-04,Warrant,183
A002,2023-05,Civil Caretaking,1743
A002,2023-05,Offense Against Person,602
A002,2023-05,Other,2717
A002,2023-05,Pedestrian Stop,244
A002,2023-05,Property Offense,849
A002,2023-05,Public Order Offense,1424
A002,2023-05,Vehicle Stop,1847
A002,2023-05,Warrant,175
A002,2023-06,Civil Caretaking,1888
A002,2023-06,Offense Against Person,660
A002,2023-06,Other,2447
A002,2023-06,Pedestrian Stop,285
A002,2023-06,Property Offense,1090
A002,2023-06,Public Order Offense,1563
A002,2023-06,Vehicle Stop,2140
A002,2023-06,Warrant,184
A002,2023-07,Civil Caretaking,1642
A002,2023-07,Offense Against Person,648
A002,2023-07,Other,2598
A002,2023-07,Pedestrian Stop,300
A002,2023-07,Property Offense,1077
A002,2023-07,Public Order Offense,1517
A002,2023-07,Vehicle Stop,1935
A002,2023-07,Warrant,213
A002,2023-08,Civil Caretaking,1848
A002,2023-08,Offense Against Person,697
A002,2023-08,Other,2358
A002,2023-08,Pedestrian Stop,277
A002,2023-08,Property Offense,1153
A002,2023-08,Public Order Offense,1427
A002,2023-08,Vehicle Stop,2312
A002,2023-08,Warrant,188
A002,2023-09,Civil Caretaking,1822
A002,2023-09,Offense Against Person,616
A002,2023-09,Other,2281
A002,2023-09,Pedestrian Stop,274
A002,2023-09,Property Offense,1101
A002,2023-09,Public Order Offense,1499
A002,2023-09,Vehicle Stop,2175
A002,2023-09,Warrant,167
A002,2023-10,Civil Caretaking,2023
A002,2023-10,Offense Against Person,522
A002,2023-10,Other,2378
A002,2023-10,Pedestrian Stop,245
A002,2023-10,Property Offense,1020
A002,2023-10,Public Order Offense,1389
A002,2023-10,Vehicle Stop,1853
A002,2023-10,Warrant,151
A002,2023-11,Civil Caretaking,1928
A002,2023-11,Offense Against Person,525
A002,2023-11,Other,2310
A002,2023-11,Pedestrian Stop,222
A002,2023-11,Property Offense,891
A002,2023-11,Public Order Offense,1182
A002,2023-11,Vehicle Stop,1837
A002,2023-11,Warrant,150
A002,2023-12,Civil Caretaking,1970
A002,2023-12,Offense Against Person,462
A002,2023-12,Other,2189
A002,2023-12,Pedestrian Stop,230
A002,2023-12,Property Offense,835
A002,2023-12,Public Order Offense,1088
A002,2023-12,Vehicle Stop,1782
A002,2023-12,Warrant,173
A002,2024-01,Civil Caretaking,1923
A002,2024-01,Offense Against Person,486
A002,2024-01,Other,2244
A002,2024-01,Pedestrian Stop,207
A002,2024-01,Property Offense,842
A002,2024-01,Public Order Offense,940
A002,2024-01,Vehicle Stop,1534
A002,2024-01,Warrant,156
A002,2024-02,Civil Caretaking,2068
A002,2024-02,Offense Against Person,502
A002,2024-02,Other,2056
A002,2024-02,Pedestrian Stop,204
A002,2024-02,Property Offense,890
A002,2024-02,Public Order Offense,1012
A002,2024-02,Vehicle Stop,1616
A002,2024-02,Warrant,146
A002,2024-03,Civil Caretaking,2178
A002,2024-03,Offense Against Person,507
A002,2024-03,Other,2346
A002,2024-03,Pedestrian Stop,224
A002,2024-03,Property Offense,850
A002,2024-03,Public Order Offense,1101
A002,2024-03,Vehicle Stop,1801
A002,2024-03,Warrant,180
A002,2024-04,Civil Caretaking,1854
A002,2024-04,Offense Against Person,526
A002,2024-04,Other,2385
A002,2024-04,Pedestrian Stop,232
A002,2024-04,Property Offense,927
A002,2024-04,Public Order Offense,1398
A002,2024-04,Vehicle Stop,1738
A002,2024-04,Warrant,202
A002,2024-05,Civil Caretaking,1659
A002,2024-05,Offense Against Person,588
A002,2024-05,Other,2198
A002,2024-05,Pedestrian Stop,292
A002,2024-05,Property Offense,985
A002,2024-05,Public Order Offense,1358
A002,2024-05,Vehicle Stop,1815
A002,2024-05,Warrant,208
A002,2024-06,Civil Caretaking,1533
A002,2024-06,Offense Against Person,693
A002,2024-06,Other,2393
A002,2024-06,Pedestrian Stop,279
A002,2024-06,Property Offense,1027
A002,2024-06,Public Order Offense,1421
A002,2024-06,Vehicle Stop,1905
A002,2024-06,Warrant,176
A002,2024-07,Civil Caretaking,1775
A002,2024-07,Offense Against Person,659
A002,2024-07,Other,2649
A002,2024-07,Pedestrian Stop,328
A002,2024-07,Property Offense,1026
A002,2024-07,Public Order Offense,1590
A002,2024-07,Vehicle Stop,1857
A002,2024-07,Warrant,175
A002,2024-08,Civil Caretaking,1877
A002,2024-08,Offense Against Person,706
A002,2024-08,Other,2622
A002,2024-08,Pedestrian Stop,345
A002,2024-08,Property Offense,1005
A002,2024-08,Public Order Offense,1698
A002,2024-08,Vehicle Stop,2184
A002,2024-08,Warrant,198
A002,2024-09,Civil Caretaking,1867
A002,2024-09,Offense Against Person,604
A002,2024-09,Other,2534
A002,2024-09,Pedestrian Stop,261
A002,2024-09,Property Offense,1055
A002,2024-09,Public Order Offense,1388
A002,2024-09,Vehicle Stop,1904
A002,2024-09,Warrant,177
A002,2024-10,Civil Caretaking,1933
A002,2024-10,Offense Against Person,549
A002,2024-10,Other,2238
A002,2024-10,Pedestrian Stop,252
A002,2024-10,Property Offense,981
A002,2024-10,Public Order Offense,1348
A002,2024-10,Vehicle Stop,1996
A002,2024-10,Warrant,164
A002,2024-11,Civil Caretaking,1933
A002,2024-11,Offense Against Person,585
A002,2024-11,Other,2349
A002,2024-11,Pedestrian Stop,239
A002,2024-11,Property Offense,890
A002,2024-11,Public Order Offense,1267
A002,2024-11,Vehicle Stop,1684
A002,2024-11,Warrant,151
A002,2024-12,Civil Caretaking,1905
A002,2024-12,Offense Against Person,476
A002,2024-12,Other,2064
A002,2024-12,Pedestrian Stop,215
A002,2024-12,Property Offense,858
A002,2024-12,Public Order Offense,1144
A002,2024-12,Vehicle Stop,1749
A002,2024-12,Warrant,178
A002,2025-01,Civil Caretaking,2005
A002,2025-01,Offense Against Person,428
A002,2025-01,Other,2313
A002,2025-01,Pedestrian Stop,230
A002,2025-01,Property Offense,898
A002,2025-01,Public Order Offense,1167
A002,2025-01,Vehicle Stop,1769
A002,2025-01,Warrant,140
A002,2025-02,Civil Caretaking,1916
A002,2025-02,Offense Against Person,448
A002,2025-02,Other,2171
A002,2025-02,Pedestrian Stop,227
A002,2025-02,Property Offense,793
A002,2025-02,Public Order Offense,970
A002,2025-02,Vehicle Stop,1554
A002,2025-02,Warrant,183
A002,2025-03,Civil Caretaking,1966
A002,2025-03,Offense Against Person,554
A002,2025-03,Other,2546
A002,2025-03,Pedestrian Stop,292
A002,2025-03,Property Offense,889
A002,2025-03,Public Order Offense,1233
A002,2025-03,Vehicle Stop,1574
A002,2025-03,Warrant,185
A002,2025-04,Civil Caretaking,1804
A002,2025-04,Offense Against Person,613
A002,2025-04,Other,2313
A002,2025-04,Pedestrian Stop,234
A002,2025-04,Property Offense,895
A002,2025-04,Public Order Offense,1436
A002,2025-04,Vehicle Stop,1510
A002,2025-04,Warrant,169
A002,2025-05,Civil Caretaking,1854
A002,2025-05,Offense Against Person,633
A002,2025-05,Other,2377
A002,2025-05,Pedestrian Stop,235
A002,2025-05,Property Offense,1013
A002,2025-05,Public Order Offense,1379
A002,2025-05,Vehicle Stop,1626
A002,2025-05,Warrant,206
A002,2025-06,Civil Caretaking,1648
A002,2025-06,Offense Against Person,672
A002,2025-06,Other,2426
A002,2025-06,Pedestrian Stop,281
A002,2025-06,Property Offense,972
A002,2025-06,Public Order Offense,1778
A002,2025-06,Vehicle Stop,1633
A002,2025-06,Warrant,189
A002,2025-07,Civil Caretaking,1783
A002,2025-07,Offense Against Person,692
A002,2025-07,Other,2391
A002,2025-07,Pedestrian Stop,325
A002,2025-07,Property Offense,1045
A002,2025-07,Public Order Offense,1530
A002,2025-07,Vehicle Stop,2079
A002,2025-07,Warrant,178
A002,2025-08,Civil Caretaking,1491
A002,2025-08,Offense Against Person,787
A002,2025-08,Other,2252
A002,2025-08,Pedestrian Stop,308
A002,2025-08,Property Offense,1213
A002,2025-08,Public Order Offense,1350
A002,2025-08,Vehicle Stop,2025
A002,2025-08,Warrant,188
A002,2025-09,Civil Caretaking,1849
A002,2025-09,Offense Against Person,597
A002,2025-09,Other,2510
A002,2025-09,Pedestrian Stop,250
A002,2025-09,Property Offense,1187
A002,2025-09,Public Order Offense,1454
A002,2025-09,Vehicle Stop,2157
A002,2025-09,Warrant,186
A002,2025-10,Civil Caretaking,1946
A002,2025-10,Offense Against Person,604
A002,2025-10,Other,2184
A002,2025-10,Pedestrian Stop,241
A002,2025-10,Property Offense,1075
