agency_id,agency_name,agency_type,year_month,incident_type,incident_detail,n_calls
A001,Riverbend Police Department,Municipal Police,2019-11,Public Order Offense,Drug related,318
A001,Riverbend Police Department,Municipal Police,2019-11,Public Order Offense,Sex related,113
A001,Riverbend Police Department,Municipal Police,2019-11,Public Order Offense,Weapon related,176
A001,Riverbend Police Department,Municipal Police,2019-11,Public Order Offense,Transit related,135
A001,Riverbend Police Department,Municipal Police,2019-11,Public Order Offense,Public Order Offense - Other,1150
A001,Riverbend Police Department,Municipal Police,2019-11,Vehicle Stop,DUI,247
A001,Riverbend Police Department,Municipal Police,2019-11,Vehicle Stop,Accident,741
A001,Riverbend Police Department,Municipal Police,2019-11,Vehicle Stop,Moving violation,1552
A001,Riverbend Police Department,Municipal Police,2019-11,Vehicle Stop,Non-moving violation,524
A001,Riverbend Police Department,Municipal Police,2019-11,Vehicle Stop,Vehicle Stop - Other,737
A001,Riverbend Police Department,Municipal Police,2019-11,Pedestrian Stop,Pedestrian Stop,506
A001,Riverbend Police Department,Municipal Police,2019-11,Civil Caretaking,Mental health / wellness check,889
A001,Riverbend Police Department,Municipal Police,2019-11,Civil Caretaking,Civil infraction,565
A001,Riverbend Police Department,Municipal Police,2019-11,Civil Caretaking,Eviction order enforcement,206
A001,Riverbend Police Department,Municipal Police,2019-11,Civil Caretaking,Domestic order enforcement,404
A001,Riverbend Police Department,Municipal Police,2019-11,Civil Caretaking,Civil Caretaking - Other,1948
A001,Riverbend Police Department,Municipal Police,2019-11,Warrant,Warrant,336
A001,Riverbend Police Department,Municipal Police,2019-11,Other,Other,4421
A001,Riverbend Police Department,Municipal Police,2019-12,Offense Against Person,Assault,327
A001,Riverbend Police Department,Municipal Police,2019-12,Offense Against Person,Homicide,10
A001,Riverbend Police Department,Municipal Police,2019-12,Offense Against Person,Rape,26
A001,Riverbend Police Department,Municipal Police,2019-12,Offense Against Person,Robbery,62
A001,Riverbend Police Department,Municipal Police,2019-12,Offense Against Person,Civil order violation,118
A001,Riverbend Police Department,Municipal Police,2019-12,Offense Against Person,Offense Against Person - Other,416
A001,Riverbend Police Department,Municipal Police,2019-12,Property Offense,Arson,32
A001,Riverbend Police Department,Municipal Police,2019-12,Property Offense,Burglary,233
A001,Riverbend Police Department,Municipal Police,2019-12,Property Offense,Theft,444
A001,Riverbend Police Department,Municipal Police,2019-12,Property Offense,Mischief,171
A001,Riverbend Police Department,Municipal Police,2019-12,Property Offense,Trespassing,168
A001,Riverbend Police Department,Municipal Police,2019-12,Property Offense,Vehicle theft/prowl,246
A001,Riverbend Police Department,Municipal Police,2019-12,Property Offense,Property Offense - Other,575
A001,Riverbend Police Department,Municipal Police,2019-12,Public Order Offense,Public disturbance,624
A001,Riverbend Police Department,Municipal Police,2019-12,Public Order Offense,Drug related,294
A001,Riverbend Police Department,Municipal Police,2019-12,Public Order Offense,Sex related,91
A001,Riverbend Police Department,Municipal Police,2019-12,Public Order Offense,Weapon related,152
A001,Riverbend Police Department,Municipal Police,2019-12,Public Order Offense,Transit related,127
A001,Riverbend Police Department,Municipal Police,2019-12,Public Order Offense,Public Order Offense - Other,1024
A001,Riverbend Police Department,Municipal Police,2019-12,Vehicle Stop,DUI,223
A001,Riverbend Police Department,Municipal Police,2019-12,Vehicle Stop,Accident,585
A001,Riverbend Police Department,Municipal Police,2019-12,Vehicle Stop,Moving violation,1367
A001,Riverbend Police Department,Municipal Police,2019-12,Vehicle Stop,Non-moving violation,446
A001,Riverbend Police Department,Municipal Police,2019-12,Vehicle Stop,Vehicle Stop - Other,586
A001,Riverbend Police Department,Municipal Police,2019-12,Pedestrian Stop,Pedestrian Stop,438
A001,Riverbend Police Department,Municipal Police,2019-12,Civil Caretaking,Mental health / wellness check,953
A001,Riverbend Police Department,Municipal Police,2019-12,Civil Caretaking,Civil infraction,570
A001,Riverbend Police Department,Municipal Police,2019-12,Civil Caretaking,Eviction order enforcement,238
A001,Riverbend Police Department,Municipal Police,2019-12,Civil Caretaking,Domestic order enforcement,440
A001,Riverbend Police Department,Municipal Police,2019-12,Civil Caretaking,Civil Caretaking - Other,2167
A001,Riverbend Police Department,Municipal Police,2019-12,Warrant,Warrant,326
A001,Riverbend Police Department,Municipal Police,2019-12,Other,Other,4611
A001,Riverbend Police Department,Municipal Police,2020-01,Offense Against Person,Assault,314
A001,Riverbend Police Department,Municipal Police,2020-01,Offense Against Person,Homicide,7
A001,Riverbend Police Department,Municipal Police,2020-01,Offense Against Person,Rape,33
A001,Riverbend Police Department,Municipal Police,2020-01,Offense Against Person,Robbery,52
A001,Riverbend Police Department,Municipal Police,2020-01,Offense Against Person,Civil order violation,82
A001,Riverbend Police Department,Municipal Police,2020-01,Offense Against Person,Offense Against Person - Other,431
A001,Riverbend Police Department,Municipal Police,2020-01,Property Offense,Arson,32
A001,Riverbend Police Department,Municipal Police,2020-01,Property Offense,Burglary,220
A001,Riverbend Police Department,Municipal Police,2020-01,Property Offense,Theft,417
A001,Riverbend Police Department,Municipal Police,2020-01,Property Offense,Mischief,147
A001,Riverbend Police Department,Municipal Police,2020-01,Property Offense,Trespassing,141
A001,Riverbend Police Department,Municipal Police,2020-01,Property Offense,Vehicle theft/prowl,193
A001,Riverbend Police Department,Municipal Police,2020-01,Property Offense,Property Offense - Other,526
A001,Riverbend Police Department,Municipal Police,2020-01,Public Order Offense,Public disturbance,635
A001,Riverbend Police Department,Municipal Police,2020-01,Public Order Offense,Drug related,296
A001,Riverbend Police Department,Municipal Police,2020-01,Public Order Offense,Sex related,81
A001,Riverbend Police Department,Municipal Police,2020-01,Public Order Offense,Weapon related,154
A001,Riverbend Police Department,Municipal Police,2020-01,Public Order Offense,Transit related,124
A001,Riverbend Police Department,Municipal Police,2020-01,Public Order Offense,Public Order Offense - Other,993
A001,Riverbend Police Department,Municipal Police,2020-01,Vehicle Stop,DUI,230
A001,Riverbend Police Department,Municipal Police,2020-01,Vehicle Stop,Accident,572
A001,Riverbend Police Department,Municipal Police,2020-01,Vehicle Stop,Moving violation,1388
A001,Riverbend Police Department,Municipal Police,2020-01,Vehicle Stop,Non-moving violation,418
A001,Riverbend Police Department,Municipal Police,2020-01,Vehicle Stop,Vehicle Stop - Other,623
A001,Riverbend Police Department,Municipal Police,2020-01,Pedestrian Stop,Pedestrian Stop,442
A001,Riverbend Police Department,Municipal Police,2020-01,Civil Caretaking,Mental health / wellness check,976
A001,Riverbend Police Department,Municipal Police,2020-01,Civil Caretaking,Civil infraction,695
A001,Riverbend Police Department,Municipal Police,2020-01,Civil Caretaking,Eviction order enforcement,238
A001,Riverbend Police Department,Municipal Police,2020-01,Civil Caretaking,Domestic order enforcement,457
A001,Riverbend Police Department,Municipal Police,2020-01,Civil Caretaking,Civil Caretaking - Other,2258
A001,Riverbend Police Department,Municipal Police,2020-01,Warrant,Warrant,340
A001,Riverbend Police Department,Municipal Police,2020-01,Other,Other,5254
A001,Riverbend Police Department,Municipal Police,2020-02,Offense Against Person,Assault,319
A001,Riverbend Police Department,Municipal Police,2020-02,Offense Against Person,Homicide,7
A001,Riverbend Police Department,Municipal Police,2020-02,Offense Against Person,Rape,28
A001,Riverbend Police Department,Municipal Police,2020-02,Offense Against Person,Robbery,59
A001,Riverbend Police Department,Municipal Police,2020-02,Offense Against Person,Civil order violation,128
A001,Riverbend Police Department,Municipal Police,2020-02,Offense Against Person,Offense Against Person - Other,412
A001,Riverbend Police Department,Municipal Police,2020-02,Property Offense,Arson,38
A001,Riverbend Police Department,Municipal Police,2020-02,Property Offense,Burglary,187
A001,Riverbend Police Department,Municipal Police,2020-02,Property Offense,Theft,452
A001,Riverbend Police Department,Municipal Police,2020-02,Property Offense,Mischief,159
A001,Riverbend Police Department,Municipal Police,2020-02,Property Offense,Trespassing,148
A001,Riverbend Police Department,Municipal Police,2020-02,Property Offense,Vehicle theft/prowl,158
A001,Riverbend Police Department,Municipal Police,2020-02,Property Offense,Property Offense - Other,510
A001,Riverbend Police Department,Municipal Police,2020-02,Public Order Offense,Public disturbance,576
A001,Riverbend Police Department,Municipal Police,2020-02,Public Order Offense,Drug related,278
A001,Riverbend Police Department,Municipal Police,2020-02,Public Order Offense,Sex related,85
A001,Riverbend Police Department,Municipal Police,2020-02,Public Order Offense,Weapon related,142
A001,Riverbend Police Department,Municipal Police,2020-02,Public Order Offense,Transit related,97
A001,Riverbend Police Department,Municipal Police,2020-02,Public Order Offense,Public Order Offense - Other,958
A001,Riverbend Police Department,Municipal Police,2020-02,Vehicle Stop,DUI,264
A001,Riverbend Police Department,Municipal Police,2020-02,Vehicle Stop,Accident,666
A001,Riverbend Police Department,Municipal Police,2020-02,Vehicle Stop,Moving violation,1536
A001,Riverbend Police Department,Municipal Police,2020-02,Vehicle Stop,Non-moving violation,462
A001,Riverbend Police Department,Municipal Police,2020-02,Vehicle Stop,Vehicle Stop - Other,642
A001,Riverbend Police Department,Municipal Police,2020-02,Pedestrian Stop,Pedestrian Stop,431
A001,Riverbend Police Department,Municipal Police,2020-02,Civil Caretaking,Mental health / wellness check,825
A001,Riverbend Police Department,Municipal Police,2020-02,Civil Caretaking,Civil infraction,546
A001,Riverbend Police Department,Municipal Police,2020-02,Civil Caretaking,Eviction order enforcement,204
A001,Riverbend Police Department,Municipal Police,2020-02,Civil Caretaking,Domestic order enforcement,379
A001,Riverbend Police Department,Municipal Police,2020-02,Civil Caretaking,Civil Caretaking - Other,1948
A001,Riverbend Police Department,Municipal Police,2020-02,Warrant,Warrant,371
A001,Riverbend Police Department,Municipal Police,2020-02,Other,Other,4697
A001,Riverbend Police Department,Municipal Police,2020-03,Offense Against Person,Assault,410
A001,Riverbend Police Department,Municipal Police,2020-03,Offense Against Person,Homicide,8
A001,Riverbend Police Department,Municipal Police,2020-03,Offense Against Person,Rape,40
A001,Riverbend Police Department,Municipal Police,2020-03,Offense Against Person,Robbery,74
A001,Riverbend Police Department,Municipal Police,2020-03,Offense Against Person,Civil order violation,137
A001,Riverbend Police Department,Municipal Police,2020-03,Offense Against Person,Offense Against Person - Other,516
A001,Riverbend Police Department,Municipal Police,2020-03,Property Offense,Arson,29
A001,Riverbend Police Department,Municipal Police,2020-03,Property Offense,Burglary,199
A001,Riverbend Police Department,Municipal Police,2020-03,Property Offense,Theft,360
A001,Riverbend Police Department,Municipal Police,2020-03,Property Offense,Mischief,135
A001,Riverbend Police Department,Municipal Police,2020-03,Property Offense,Trespassing,156
A001,Riverbend Police Department,Municipal Police,2020-03,Property Offense,Vehicle theft/prowl,154
A001,Riverbend Police Department,Municipal Police,2020-03,Property Offense,Property Offense - Other,431
A001,Riverbend Police Department,Municipal Police,2020-03,Public Order Offense,Public disturbance,653
A001,Riverbend Police Department,Municipal Police,2020-03,Public Order Offense,Drug related,324
A001,Riverbend Police Department,Municipal Police,2020-03,Public Order Offense,Sex related,104
A001,Riverbend Police Department,Municipal Police,2020-03,Public Order Offense,Weapon related,151
A001,Riverbend Police Department,Municipal Police,2020-03,Public Order Offense,Transit related,105
A001,Riverbend Police Department,Municipal Police,2020-03,Public Order Offense,Public Order Offense - Other,1082
A001,Riverbend Police Department,Municipal Police,2020-03,Vehicle Stop,DUI,248
A001,Riverbend Police Department,Municipal Police,2020-03,Vehicle Stop,Accident,628
A001,Riverbend Police Department,Municipal Police,2020-03,Vehicle Stop,Moving violation,1506
A001,Riverbend Police Department,Municipal Police,2020-03,Vehicle Stop,Non-moving violation,428
A001,Riverbend Police Department,Municipal Police,2020-03,Vehicle Stop,Vehicle Stop - Other,630
